SalesDetailsKey,SalesHeaderKey,SalesOrderNumber,ProductKey,ProductSubcategoryKey,OrderQuantity,UnitPrice,ExtendedAmount,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,Unit Cost,% Discount
42605,2885,SO57065,559,1,2,12.144,24.288,"Tuesday, April 30, 2013","Sunday, May 12, 2013","Friday, July 5, 2013",233,2,3.642,"0,019198288"
42648,3560,SO57067,559,1,2,12.144,24.288,"Tuesday, April 30, 2013","Sunday, May 12, 2013","Friday, July 5, 2013",687,8,3.642,"0,032615666"
43377,1990,SO57118,559,1,2,12.144,24.288,"Tuesday, April 30, 2013","Sunday, May 12, 2013","Friday, July 5, 2013",63,5,3.642,"0,032971218"
44763,1456,SO58910,559,1,2,12.144,24.288,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",272,1,3.642,"0,036904683"
44862,3677,SO58915,559,1,2,12.144,24.288,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",688,9,6.07,"0,138328215"
46403,1465,SO58991,559,1,2,12.144,24.288,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",601,1,3.642,"0,048091893"
47111,3591,SO59044,559,1,2,12.144,24.288,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",536,8,3.642,"0,01886617"
47334,1515,SO59066,559,1,2,12.144,24.288,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",55,1,3.642,"0,020622633"
49273,1584,SO63148,559,1,2,12.144,24.288,"Wednesday, July 31, 2013","Monday, August 12, 2013","Monday, July 8, 2013",361,1,3.642,"0,026122392"
49962,3268,SO63209,559,1,2,12.144,24.288,"Wednesday, July 31, 2013","Monday, August 12, 2013","Monday, July 8, 2013",632,7,3.642,"0,03355877"
51190,1685,SO65159,559,1,2,12.144,24.288,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",272,1,3.642,"0,016738251"
52449,2919,SO65245,559,1,2,12.144,24.288,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",179,2,3.642,"0,020586214"
52652,1681,SO65258,559,1,2,12.144,24.288,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",293,1,3.642,"0,020702715"
52732,1524,SO65268,559,1,2,12.144,24.288,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",55,1,3.642,"0,019879505"
53271,3449,SO67261,559,1,2,12.144,24.288,"Sunday, September 29, 2013","Friday, October 11, 2013","Monday, June 10, 2013",34,10,3.642,"0,027615925"
54348,2848,SO67314,559,1,2,12.144,24.288,"Sunday, September 29, 2013","Friday, October 11, 2013","Monday, June 10, 2013",414,2,3.642,"0,031763489"
54702,3603,SO67329,559,1,2,12.144,24.288,"Sunday, September 29, 2013","Friday, October 11, 2013","Monday, June 10, 2013",86,8,3.642,"0,024716631"
55225,1445,SO69406,559,1,2,12.144,24.288,"Tuesday, October 29, 2013","Sunday, November 10, 2013","Saturday, May 11, 2013",361,1,3.642,"0,028891007"
55893,2868,SO69442,559,1,2,12.144,24.288,"Tuesday, October 29, 2013","Sunday, November 10, 2013","Saturday, May 11, 2013",233,2,3.642,"0,030886786"
56007,3212,SO69447,559,1,2,12.144,24.288,"Tuesday, October 29, 2013","Sunday, November 10, 2013","Saturday, May 11, 2013",632,7,3.642,"0,033481553"
58282,3679,SO71795,559,1,2,12.144,24.288,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",688,9,6.07,"0,122002283"
58866,3712,SO71822,559,1,2,12.144,24.288,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",682,9,6.07,"0,185038363"
59506,2072,SO71850,559,1,2,12.144,24.288,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",477,5,3.642,"0,029052036"
59593,3687,SO71854,559,1,2,12.144,24.288,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",249,9,6.07,"0,142869917"
60402,3551,SO71918,559,1,2,12.144,24.288,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",536,8,3.642,"0,032431131"
9258,3011,SO46640,401,1,2,65.6018,131.2036,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",252,2,19.683,"0,027233258"
9973,3433,SO46669,407,1,2,65.6018,131.2036,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",538,10,19.683,"0,026264806"
10089,2080,SO46672,407,1,2,65.6018,131.2036,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",81,5,19.683,"0,023462726"
10504,2856,SO46948,407,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",558,2,19.683,"0,034379759"
11106,1549,SO46974,401,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",127,1,19.683,"0,032191945"
11195,2670,SO46980,407,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",527,3,19.683,"0,020673689"
11632,2276,SO46996,407,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",512,5,19.683,"0,034438484"
12627,2084,SO47042,401,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",566,5,19.683,"0,035887364"
13044,2493,SO47065,401,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",546,3,19.683,"0,027875516"
13096,1738,SO47066,407,1,2,65.6018,131.2036,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",218,1,19.683,"0,031680687"
13735,3236,SO47377,407,1,2,65.6018,131.2036,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",481,7,19.683,"0,026902361"
13766,2525,SO47378,401,1,2,65.6018,131.2036,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",327,3,19.683,"0,030621907"
13999,2462,SO47394,401,1,2,65.6018,131.2036,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",197,3,19.683,"0,036723684"
14310,1565,SO47403,401,1,2,65.6018,131.2036,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",254,1,19.683,"0,037203782"
14341,2702,SO47409,407,1,2,65.6018,131.2036,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",579,3,19.683,"0,033593365"
15178,2039,SO47454,401,1,2,65.6018,131.2036,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",585,5,19.683,"0,025374779"
16688,1994,SO47726,401,1,2,65.6018,131.2036,"Friday, March 30, 2012","Wednesday, April 11, 2012","Monday, June 4, 2012",315,5,19.683,"0,030693308"
16990,3021,SO47976,401,1,2,65.6018,131.2036,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",667,2,19.683,"0,033115395"
17991,3367,SO48031,401,1,2,65.6018,131.2036,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",376,10,19.683,"0,033840511"
18027,3471,SO48032,407,1,2,65.6018,131.2036,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",412,10,19.683,"0,025910607"
18720,2079,SO48068,407,1,2,65.6018,131.2036,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",612,5,19.683,"0,033040842"
19432,1696,SO48310,407,1,2,65.6018,131.2036,"Wednesday, May 30, 2012","Monday, June 11, 2012","Wednesday, June 6, 2012",644,1,19.683,"0,029053885"
24775,3027,SO49825,401,1,2,65.6018,131.2036,"Friday, September 28, 2012","Wednesday, October 10, 2012","Thursday, May 10, 2012",125,2,19.683,"0,018842125"
25012,3253,SO49833,401,1,2,65.6018,131.2036,"Friday, September 28, 2012","Wednesday, October 10, 2012","Thursday, May 10, 2012",355,7,19.683,"0,034471744"
25205,2910,SO49843,401,1,2,65.6018,131.2036,"Friday, September 28, 2012","Wednesday, October 10, 2012","Thursday, May 10, 2012",594,2,19.683,"0,031866435"
26991,2978,SO50235,407,1,2,65.6018,131.2036,"Sunday, October 28, 2012","Friday, November 9, 2012","Wednesday, April 11, 2012",684,2,19.683,"0,03381498"
27047,3372,SO50236,401,1,2,65.6018,131.2036,"Sunday, October 28, 2012","Friday, November 9, 2012","Wednesday, April 11, 2012",376,10,19.683,"0,035881783"
27574,2754,SO50274,407,1,2,65.6018,131.2036,"Sunday, October 28, 2012","Friday, November 9, 2012","Wednesday, April 11, 2012",22,3,19.683,"0,024671805"
27924,1559,SO50297,407,1,2,65.6018,131.2036,"Sunday, October 28, 2012","Friday, November 9, 2012","Wednesday, April 11, 2012",343,1,19.683,"0,033296266"
28398,2554,SO50322,401,1,2,65.6018,131.2036,"Sunday, October 28, 2012","Friday, November 9, 2012","Wednesday, April 11, 2012",546,3,19.683,"0,028423507"
28661,1831,SO50671,407,1,2,65.6018,131.2036,"Wednesday, November 28, 2012","Monday, December 10, 2012","Saturday, May 12, 2012",644,1,19.683,"0,022730248"
28898,2571,SO50682,401,1,2,65.6018,131.2036,"Wednesday, November 28, 2012","Monday, December 10, 2012","Saturday, May 12, 2012",197,3,19.683,"0,027454827"
29217,2584,SO50696,407,1,2,65.6018,131.2036,"Wednesday, November 28, 2012","Monday, December 10, 2012","Saturday, May 12, 2012",579,3,19.683,"0,034490248"
29309,1996,SO50701,407,1,2,65.6018,131.2036,"Wednesday, November 28, 2012","Monday, December 10, 2012","Saturday, May 12, 2012",225,5,19.683,"0,028869534"
30091,2050,SO50756,401,1,2,65.6018,131.2036,"Wednesday, November 28, 2012","Monday, December 10, 2012","Saturday, May 12, 2012",585,5,19.683,"0,030209197"
32064,2859,SO51157,552,1,2,54.894,109.788,"Friday, December 28, 2012","Wednesday, January 9, 2013","Monday, April 1, 2013",414,2,16.461,"0,021341176"
32352,2603,SO51691,552,1,2,54.894,109.788,"Monday, January 28, 2013","Saturday, February 9, 2013","Tuesday, April 2, 2013",18,3,16.461,"0,026058502"
32652,1592,SO51711,552,1,2,54.894,109.788,"Monday, January 28, 2013","Saturday, February 9, 2013","Tuesday, April 2, 2013",236,1,16.461,"0,031238303"
33188,3251,SO51733,552,1,2,54.894,109.788,"Monday, January 28, 2013","Saturday, February 9, 2013","Tuesday, April 2, 2013",103,7,16.461,"0,031975876"
34765,3431,SO51815,552,1,2,54.894,109.788,"Monday, January 28, 2013","Saturday, February 9, 2013","Tuesday, April 2, 2013",556,10,16.461,"0,033185605"
35974,3255,SO51861,552,1,2,54.894,109.788,"Monday, January 28, 2013","Saturday, February 9, 2013","Tuesday, April 2, 2013",662,7,16.461,"0,031967487"
37153,1450,SO53493,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",293,1,16.461,"0,031520677"
37178,3323,SO53494,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",445,7,16.461,"0,035340195"
37227,3745,SO53498,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",303,9,27.435,"0,113780752"
38592,2837,SO53560,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",539,2,16.461,"0,033298754"
38777,3711,SO53566,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",15,9,27.435,"0,146725087"
38898,1673,SO53569,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",55,1,16.461,"0,030200328"
39176,3625,SO53581,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",428,8,16.461,"0,030329791"
39182,2458,SO53582,552,1,2,54.894,109.788,"Thursday, February 28, 2013","Tuesday, March 12, 2013","Wednesday, July 3, 2013",223,3,16.461,"0,030140741"
40592,2359,SO55267,552,1,2,54.894,109.788,"Saturday, March 30, 2013","Thursday, April 11, 2013","Tuesday, June 4, 2013",27,5,16.461,"0,055924948"
41898,1608,SO57026,552,1,2,54.894,109.788,"Tuesday, April 30, 2013","Sunday, May 12, 2013","Friday, July 5, 2013",361,1,16.461,"0,026924218"
44422,3432,SO57185,552,1,2,54.894,109.788,"Tuesday, April 30, 2013","Sunday, May 12, 2013","Friday, July 5, 2013",556,10,16.461,"0,02715463"
44762,1456,SO58910,552,1,2,54.894,109.788,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",272,1,16.461,"0,036904683"
45458,1672,SO58940,552,1,2,54.894,109.788,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",293,1,16.461,"0,033851275"
45857,1712,SO58961,552,1,2,54.894,109.788,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",182,1,16.461,"0,032841494"
46402,1465,SO58991,552,1,2,54.894,109.788,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",601,1,16.461,"0,048091893"
46542,3444,SO59008,552,1,2,54.894,109.788,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",52,10,16.461,"0,027347714"
47186,2548,SO59058,552,1,2,54.894,109.788,"Thursday, May 30, 2013","Tuesday, June 11, 2013","Thursday, June 6, 2013",544,3,16.461,"0,029707387"
48276,3071,SO61219,552,1,2,54.894,109.788,"Sunday, June 30, 2013","Friday, July 12, 2013","Sunday, July 7, 2013",691,2,16.461,"0,031984109"
49649,3275,SO63179,552,1,2,54.894,109.788,"Wednesday, July 31, 2013","Monday, August 12, 2013","Monday, July 8, 2013",535,7,16.461,"0,036686626"
51372,3681,SO65172,552,1,2,54.894,109.788,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",688,9,27.435,"0,153264193"
51779,1635,SO65200,552,1,2,54.894,109.788,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",254,1,16.461,"0,033918458"
52237,1699,SO65234,552,1,2,54.894,109.788,"Thursday, August 29, 2013","Tuesday, September 10, 2013","Thursday, May 9, 2013",182,1,16.461,"0,026227114"
53815,2871,SO67282,552,1,2,54.894,109.788,"Sunday, September 29, 2013","Friday, October 11, 2013","Monday, June 10, 2013",691,2,16.461,"0,037922783"
54324,3721,SO67312,552,1,2,54.894,109.788,"Sunday, September 29, 2013","Friday, October 11, 2013","Monday, June 10, 2013",123,9,27.435,"0,099918602"
54347,2848,SO67314,552,1,2,54.894,109.788,"Sunday, September 29, 2013","Friday, October 11, 2013","Monday, June 10, 2013",414,2,16.461,"0,031763489"
55740,3207,SO69435,552,1,2,54.894,109.788,"Tuesday, October 29, 2013","Sunday, November 10, 2013","Saturday, May 11, 2013",103,7,16.461,"0,033053455"
55822,2944,SO69440,552,1,2,54.894,109.788,"Tuesday, October 29, 2013","Sunday, November 10, 2013","Saturday, May 11, 2013",396,2,16.461,"0,01336866"
57033,2096,SO69518,552,1,2,54.894,109.788,"Tuesday, October 29, 2013","Sunday, November 10, 2013","Saturday, May 11, 2013",63,5,16.461,"0,038287678"
58098,1513,SO71785,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",272,1,16.461,"0,027087439"
59166,1534,SO71835,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",621,1,16.461,"0,023237113"
59212,1469,SO71836,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",254,1,16.461,"0,039147362"
59592,3687,SO71854,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",249,9,27.435,"0,142869917"
60061,3543,SO71892,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",464,8,16.461,"0,030816882"
60401,3551,SO71918,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",536,8,16.461,"0,032431131"
60720,2877,SO71947,552,1,2,54.894,109.788,"Friday, November 29, 2013","Wednesday, December 11, 2013","Wednesday, June 12, 2013",179,2,16.461,"0,036096363"
8462,2061,SO46604,410,1,2,36.447,72.894,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",676,5,10.935,"0,038741694"
8623,3058,SO46610,397,1,2,24.2945,48.589,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",125,2,7.29,"0,025440478"
9087,2022,SO46630,410,1,2,36.447,72.894,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",530,5,10.935,"0,02890137"
9088,2022,SO46630,419,1,2,52.647,105.294,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",530,5,15.795,"0,02890137"
9119,2075,SO46631,410,1,2,36.447,72.894,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",17,5,10.935,"0,02973778"
9133,2886,SO46633,397,1,2,24.2945,48.589,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",594,2,7.29,"0,031845441"
9259,3011,SO46640,397,1,2,24.2945,48.589,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",252,2,7.29,"0,027233258"
9392,1750,SO46646,410,1,2,36.447,72.894,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",325,1,10.935,"0,03341264"
9610,2900,SO46655,410,1,2,36.447,72.894,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",414,2,10.935,"0,030301611"
9863,2985,SO46666,403,1,2,24.2945,48.589,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",234,2,7.29,"0,029660149"
10138,2134,SO46673,397,1,2,24.2945,48.589,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",315,5,7.29,"0,033700306"
10140,2134,SO46673,410,1,2,36.447,72.894,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",315,5,10.935,"0,033700306"
10141,2134,SO46673,419,1,2,52.647,105.294,"Thursday, December 29, 2011","Tuesday, January 10, 2012","Tuesday, May 1, 2012",315,5,15.795,"0,033700306"
10443,1771,SO46944,410,1,2,36.447,72.894,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",697,1,10.935,"0,035291356"
10471,2832,SO46947,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",667,2,15.795,"0,030905315"
10505,2856,SO46948,403,1,2,24.2945,48.589,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",558,2,7.29,"0,034379759"
10874,1573,SO46966,397,1,2,24.2945,48.589,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",43,1,7.29,"0,038210307"
10875,1573,SO46966,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",43,1,15.795,"0,038210307"
10896,1468,SO46967,410,1,2,36.447,72.894,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",487,1,10.935,"0,028234685"
10979,2643,SO46969,397,1,2,24.2945,48.589,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",381,3,7.29,"0,031381736"
11107,1549,SO46974,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",127,1,15.795,"0,032191945"
11227,3188,SO46981,403,1,2,24.2945,48.589,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",638,7,7.29,"0,030643795"
11321,3230,SO46985,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",247,7,15.795,"0,030897893"
11452,2100,SO46991,410,1,2,36.447,72.894,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",513,5,10.935,"0,029862591"
11584,2889,SO46994,410,1,2,36.447,72.894,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",396,2,10.935,"0,022884081"
11633,2276,SO46996,403,1,2,24.2945,48.589,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",512,5,7.29,"0,034438484"
12203,2210,SO47026,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",476,5,15.795,"0,034870146"
12561,2136,SO47040,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",422,5,15.795,"0,043590012"
12628,2084,SO47042,410,1,2,36.447,72.894,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",566,5,10.935,"0,035887364"
12811,2981,SO47052,397,1,2,24.2945,48.589,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",642,2,7.29,"0,025904101"
13028,3442,SO47062,419,1,2,52.647,105.294,"Sunday, January 29, 2012","Friday, February 10, 2012","Wednesday, May 2, 2012",683,10,15.795,"0,032714019"
13218,3369,SO47353,419,1,2,52.647,105.294,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",340,10,15.795,"0,024550796"
13937,1702,SO47387,419,1,2,52.647,105.294,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",293,1,15.795,"0,020229095"
13990,2462,SO47394,419,1,2,52.647,105.294,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",197,3,15.795,"0,036723684"
14373,3239,SO47410,419,1,2,52.647,105.294,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",571,7,15.795,"0,025892197"
14564,3081,SO47421,403,1,2,24.2945,48.589,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",575,2,7.29,"0,018382687"
14946,1522,SO47443,419,1,2,52.647,105.294,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",20,1,15.795,"0,0344113"
15004,3415,SO47447,403,1,2,24.2945,48.589,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",16,10,7.29,"0,037622338"
15073,2857,SO47450,403,1,2,24.2945,48.589,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",54,2,7.29,"0,028301806"
15180,2039,SO47454,410,1,2,36.447,72.894,"Wednesday, February 29, 2012","Monday, March 12, 2012","Tuesday, July 3, 2012",585,5,10.935,"0,025374779"
15464,2928,SO47664,419,1,2,52.647,105.294,"Friday, March 30, 2012","Wednesday, April 11, 2012","Monday, June 4, 2012",125,2,15.795,"0,021409712"
16096,1503,SO47698,419,1,2,52.647,105.294,"Friday, March 30, 2012","Wednesday, April 11, 2012","Monday, June 4, 2012",506,1,15.795,"0,036492347"
16720,2965,SO47730,410,1,2,36.447,72.894,"Friday, March 30, 2012","Wednesday, April 11, 2012","Monday, June 4, 2012",252,2,10.935,"0,024716542"
16752,2626,SO47962,395,1,2,61.374,122.748,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",18,3,18.348,"0,022004898"
16877,1518,SO47970,419,1,2,52.647,105.294,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",697,1,15.795,"0,02924403"
17375,2711,SO47996,397,1,2,24.2945,48.589,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",381,3,7.29,"0,028696394"
17408,1496,SO47999,410,1,2,36.447,72.894,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",650,1,10.935,"0,032136253"
17435,1496,SO47999,395,1,2,61.374,122.748,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",650,1,18.348,"0,032136253"
17453,1455,SO48001,395,1,2,61.374,122.748,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",127,1,18.348,"0,027565685"
17455,1455,SO48001,419,1,2,52.647,105.294,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",127,1,15.795,"0,027565685"
17772,2927,SO48017,395,1,2,61.374,122.748,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",233,2,18.348,"0,038234389"
17776,2927,SO48017,410,1,2,36.447,72.894,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",233,2,10.935,"0,038234389"
18381,2207,SO48051,410,1,2,36.447,72.894,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",476,5,10.935,"0,036159054"
18612,2091,SO48063,397,1,2,24.2945,48.589,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",566,5,7.29,"0,027276076"
18830,2908,SO48076,419,1,2,52.647,105.294,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",642,2,15.795,"0,033890895"
19082,2206,SO48092,419,1,2,52.647,105.294,"Monday, April 30, 2012","Saturday, May 12, 2012","Thursday, July 5, 2012",9,5,15.795,"0,022612318"
19560,2467,SO48318,410,1,2,36.447,72.894,"Wednesday, May 30, 2012","Monday, June 11, 2012","Wednesday, June 6, 2012",327,3,10.935,"0,02262315"
19739,2589,SO48333,419,1,2,52.647,105.294,"Wednesday, May 30, 2012","Monday, June 11, 2012","Wednesday, June 6, 2012",197,3,15.795,"0,028798867"
20592,3440,SO48389,395,1,2,61.374,122.748,"Wednesday, May 30, 2012","Monday, June 11, 2012","Wednesday, June 6, 2012",502,10,18.348,"0,034412615"
21811,2551,SO49040,397,1,2,24.2945,48.589,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",18,3,7.29,"0,024496143"
21812,2551,SO49040,410,1,2,36.447,72.894,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",18,3,10.935,"0,024496143"
22385,2531,SO49093,395,1,2,61.374,122.748,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",381,3,18.348,"0,03213188"
22506,1583,SO49101,395,1,2,61.374,122.748,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",487,1,18.348,"0,023310846"
22640,2980,SO49113,395,1,2,61.374,122.748,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",233,2,18.348,"0,03051112"
22641,2980,SO49113,397,1,2,24.2945,48.589,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",233,2,7.29,"0,03051112"
22728,2946,SO49117,410,1,2,36.447,72.894,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",396,2,10.935,"0,027663076"
22923,3191,SO49129,397,1,2,24.2945,48.589,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",175,7,7.29,"0,02700979"
22924,3191,SO49129,410,1,2,36.447,72.894,"Tuesday, July 31, 2012","Sunday, August 12, 2012","Sunday, July 8, 2012",175,7,10.935,"0,02700979"
